node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
Traes_2AL_0E3F538E0.1,Traes_2BL_FE46FC938.1,4565.Traes_2AL_0E3F538E0.1,4565.Traes_2BL_FE46FC938.1,0,0,0,0,0,0.251,0,0.383,0.518
Traes_2AL_0E3F538E0.1,Traes_7DL_310E46F15.3,4565.Traes_2AL_0E3F538E0.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0.115,0.071,0,0.541,0.589
Traes_2AL_0E3F538E0.1,Traes_7AL_19F222799.2,4565.Traes_2AL_0E3F538E0.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0.115,0.071,0,0.541,0.589
Traes_2AL_0E3F538E0.1,Traes_7BL_998EC9F74.2,4565.Traes_2AL_0E3F538E0.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0.115,0.071,0,0.541,0.589
Traes_2AL_0E3F538E0.1,Traes_2AL_892B4448E.2,4565.Traes_2AL_0E3F538E0.1,4565.Traes_2AL_892B4448E.2,0,0,0,0,0.049,0.467,0,0.278,0.602
Traes_2AL_0E3F538E0.1,bHLH39,4565.Traes_2AL_0E3F538E0.1,4565.Traes_5DL_026913547.1,0,0,0,0,0.049,0.467,0,0.278,0.602
Traes_2AL_0E3F538E0.1,Traes_2DL_A84C58DC2.1,4565.Traes_2AL_0E3F538E0.1,4565.Traes_2DL_A84C58DC2.1,0,0,0,0,0.049,0.467,0,0.278,0.602
Traes_2AL_0E3F538E0.1,Traes_5AL_85F3BE385.2,4565.Traes_2AL_0E3F538E0.1,4565.Traes_5AL_85F3BE385.2,0,0,0,0,0.049,0.467,0,0.278,0.602
Traes_2AL_0E3F538E0.1,Traes_3B_910AC7944.2,4565.Traes_2AL_0E3F538E0.1,4565.Traes_3B_910AC7944.2,0,0,0,0,0,0.409,0.576,0.209,0.784
Traes_2AL_5FF7D6940.1,Traes_2BS_2CA9DB5DE.2,4565.Traes_2AL_5FF7D6940.1,4565.Traes_2BS_2CA9DB5DE.2,0,0,0,0,0.346,0,0,0.127,0.404
Traes_2AL_5FF7D6940.1,Traes_2BS_6859C24E5.1,4565.Traes_2AL_5FF7D6940.1,4565.Traes_2BS_6859C24E5.1,0,0,0,0,0.472,0,0,0,0.472
Traes_2AL_5FF7D6940.1,Traes_3DS_29943C262.1,4565.Traes_2AL_5FF7D6940.1,4565.Traes_3DS_29943C262.1,0,0,0,0,0.472,0,0,0,0.472
Traes_2AL_5FF7D6940.1,Traes_2DS_9F6EA1670.1,4565.Traes_2AL_5FF7D6940.1,4565.Traes_2DS_9F6EA1670.1,0,0,0,0,0.472,0,0,0,0.472
Traes_2AL_5FF7D6940.1,Traes_4BL_097D9E8A8.1,4565.Traes_2AL_5FF7D6940.1,4565.Traes_4BL_097D9E8A8.1,0,0,0,0,0.472,0,0,0,0.472
Traes_2AL_5FF7D6940.1,Traes_2AS_6C2F49AE0.1,4565.Traes_2AL_5FF7D6940.1,4565.Traes_2AS_6C2F49AE0.1,0,0,0,0,0.472,0,0,0,0.472
Traes_2AL_5FF7D6940.1,Traes_4DL_CFA19981D.2,4565.Traes_2AL_5FF7D6940.1,4565.Traes_4DL_CFA19981D.2,0,0,0,0,0.472,0,0,0,0.472
Traes_2AL_5FF7D6940.1,Traes_3B_AD433AE06.2,4565.Traes_2AL_5FF7D6940.1,4565.Traes_3B_AD433AE06.2,0,0,0,0,0.472,0,0,0,0.472
Traes_2AL_5FF7D6940.1,Traes_3AS_4C4673A12.1,4565.Traes_2AL_5FF7D6940.1,4565.Traes_3AS_4C4673A12.1,0,0,0,0,0.472,0,0,0,0.472
Traes_2AL_5FF7D6940.1,Traes_7DL_310E46F15.3,4565.Traes_2AL_5FF7D6940.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0.439,0,0,0.114,0.481
Traes_2AL_5FF7D6940.1,Traes_7BL_998EC9F74.2,4565.Traes_2AL_5FF7D6940.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0.439,0,0,0.114,0.481
Traes_2AL_5FF7D6940.1,Traes_7AL_19F222799.2,4565.Traes_2AL_5FF7D6940.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0.439,0,0,0.114,0.481
Traes_2AL_5FF7D6940.1,gid2-A1,4565.Traes_2AL_5FF7D6940.1,4565.Traes_3AS_794DAF12D.1,0,0,0,0,0,0,0,0.577,0.577
Traes_2AL_5FF7D6940.1,Traes_5BL_417551368.2,4565.Traes_2AL_5FF7D6940.1,4565.Traes_5BL_417551368.2,0,0,0,0,0.573,0,0,0.127,0.611
Traes_2AL_5FF7D6940.1,Traes_5AL_852A1474C.1,4565.Traes_2AL_5FF7D6940.1,4565.Traes_5AL_852A1474C.1,0,0,0,0,0.573,0,0,0.127,0.611
Traes_2AL_5FF7D6940.1,Traes_5DL_8CE2482E6.2,4565.Traes_2AL_5FF7D6940.1,4565.Traes_5DL_8CE2482E6.2,0,0,0,0,0.573,0,0,0.127,0.611
Traes_2AL_5FF7D6940.1,Traes_4DL_EE41726EA.1,4565.Traes_2AL_5FF7D6940.1,4565.Traes_4DL_EE41726EA.1,0,0,0,0,0.575,0,0,0.127,0.613
Traes_2AL_5FF7D6940.1,Traes_4BL_430501C10.2,4565.Traes_2AL_5FF7D6940.1,4565.Traes_4BL_430501C10.2,0,0,0,0,0.575,0,0,0.127,0.613
Traes_2AL_5FF7D6940.1,Traes_2BL_FE46FC938.1,4565.Traes_2AL_5FF7D6940.1,4565.Traes_2BL_FE46FC938.1,0,0,0,0,0,0,0,0.625,0.625
Traes_2AL_892B4448E.2,Traes_3AS_4DF357170.1,4565.Traes_2AL_892B4448E.2,4565.Traes_3AS_4DF357170.1,0,0,0,0,0,0,0,0.402,0.402
Traes_2AL_892B4448E.2,Traes_3B_B45238368.1,4565.Traes_2AL_892B4448E.2,4565.Traes_3B_B45238368.1,0,0,0,0,0,0,0,0.402,0.402
Traes_2AL_892B4448E.2,Traes_7BS_673360C6B.1,4565.Traes_2AL_892B4448E.2,4565.Traes_7BS_673360C6B.1,0,0,0,0,0,0.467,0,0,0.467
Traes_2AL_892B4448E.2,Traes_4DS_A8B6C23C4.1,4565.Traes_2AL_892B4448E.2,4565.Traes_4DS_A8B6C23C4.1,0,0,0,0,0,0.467,0,0,0.467
Traes_2AL_892B4448E.2,Traes_4BS_4BCA03A6C.1,4565.Traes_2AL_892B4448E.2,4565.Traes_4BS_4BCA03A6C.1,0,0,0,0,0,0.467,0,0,0.467
Traes_2AL_892B4448E.2,Traes_7AL_19F222799.2,4565.Traes_2AL_892B4448E.2,4565.Traes_7AL_19F222799.2,0,0,0,0,0,0,0,0.574,0.574
Traes_2AL_892B4448E.2,Traes_7DL_310E46F15.3,4565.Traes_2AL_892B4448E.2,4565.Traes_7DL_310E46F15.3,0,0,0,0,0,0,0,0.574,0.574
Traes_2AL_892B4448E.2,Traes_7BL_998EC9F74.2,4565.Traes_2AL_892B4448E.2,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0,0,0,0.574,0.574
Traes_2AL_892B4448E.2,Traes_5DL_8CE2482E6.2,4565.Traes_2AL_892B4448E.2,4565.Traes_5DL_8CE2482E6.2,0,0,0,0,0,0.467,0,0.463,0.701
Traes_2AL_892B4448E.2,Traes_5AL_852A1474C.1,4565.Traes_2AL_892B4448E.2,4565.Traes_5AL_852A1474C.1,0,0,0,0,0,0.467,0,0.463,0.701
Traes_2AL_892B4448E.2,Traes_5BL_417551368.2,4565.Traes_2AL_892B4448E.2,4565.Traes_5BL_417551368.2,0,0,0,0,0,0.467,0,0.463,0.701
Traes_2AL_892B4448E.2,Traes_4BL_430501C10.2,4565.Traes_2AL_892B4448E.2,4565.Traes_4BL_430501C10.2,0,0,0,0,0.119,0.714,0,0.395,0.834
Traes_2AL_892B4448E.2,Traes_2BS_2CA9DB5DE.2,4565.Traes_2AL_892B4448E.2,4565.Traes_2BS_2CA9DB5DE.2,0,0,0,0,0.119,0.714,0,0.395,0.834
Traes_2AL_892B4448E.2,Traes_4DL_EE41726EA.1,4565.Traes_2AL_892B4448E.2,4565.Traes_4DL_EE41726EA.1,0,0,0,0,0.119,0.714,0,0.395,0.834
Traes_2AL_892B4448E.2,Traes_3B_F227310FD.1,4565.Traes_2AL_892B4448E.2,4565.Traes_3B_F227310FD.1,0,0,0,0,0.054,0.573,0,0.658,0.849
Traes_2AL_892B4448E.2,Traes_6DL_C215BACFD.1,4565.Traes_2AL_892B4448E.2,4565.Traes_6DL_C215BACFD.1,0,0,0,0,0.058,0.831,0,0.654,0.94
Traes_2AL_892B4448E.2,Traes_6BL_ED40C8806.1,4565.Traes_2AL_892B4448E.2,4565.Traes_6BL_ED40C8806.1,0,0,0,0,0.058,0.831,0,0.654,0.94
Traes_2AL_BFB0C6D4C.1,Traes_3DL_2E5A96ACF.1,4565.Traes_2AL_BFB0C6D4C.1,4565.Traes_3DL_2E5A96ACF.1,0,0,0,0,0,0,0,0.413,0.412
Traes_2AL_BFB0C6D4C.1,Traes_3AL_D2BD92865.2,4565.Traes_2AL_BFB0C6D4C.1,4565.Traes_3AL_D2BD92865.2,0,0,0,0,0,0,0,0.413,0.412
Traes_2AL_BFB0C6D4C.1,Traes_7BL_BA181D2AD.2,4565.Traes_2AL_BFB0C6D4C.1,4565.Traes_7BL_BA181D2AD.2,0,0,0,0,0.118,0.379,0,0,0.428
Traes_2AL_BFB0C6D4C.1,Traes_7DL_1D415A4CF.2,4565.Traes_2AL_BFB0C6D4C.1,4565.Traes_7DL_1D415A4CF.2,0,0,0,0,0.118,0.379,0,0,0.428
Traes_2AL_BFB0C6D4C.1,Traes_7AL_665B92F4E.1,4565.Traes_2AL_BFB0C6D4C.1,4565.Traes_7AL_665B92F4E.1,0,0,0,0,0.118,0.379,0,0,0.428
Traes_2AL_BFB0C6D4C.1,Traes_5BL_417551368.2,4565.Traes_2AL_BFB0C6D4C.1,4565.Traes_5BL_417551368.2,0,0,0,0,0,0.077,0,0.694,0.705
Traes_2AL_BFB0C6D4C.1,Traes_5DL_8CE2482E6.2,4565.Traes_2AL_BFB0C6D4C.1,4565.Traes_5DL_8CE2482E6.2,0,0,0,0,0,0.077,0,0.694,0.705
Traes_2AL_BFB0C6D4C.1,Traes_5AL_852A1474C.1,4565.Traes_2AL_BFB0C6D4C.1,4565.Traes_5AL_852A1474C.1,0,0,0,0,0,0.077,0,0.694,0.705
Traes_2AS_53BFA14C7.2,Traes_2BL_FE46FC938.1,4565.Traes_2AS_53BFA14C7.2,4565.Traes_2BL_FE46FC938.1,0,0,0,0,0,0,0,0.548,0.548
Traes_2AS_53BFA14C7.2,Traes_3B_910AC7944.2,4565.Traes_2AS_53BFA14C7.2,4565.Traes_3B_910AC7944.2,0,0,0,0,0.053,0.077,0.58,0.226,0.677
Traes_2AS_6C2F49AE0.1,Traes_2DL_AE9C5933A.1,4565.Traes_2AS_6C2F49AE0.1,4565.Traes_2DL_AE9C5933A.1,0,0,0,0,0.472,0,0,0,0.472
Traes_2AS_6C2F49AE0.1,Traes_2BL_047344CB6.1,4565.Traes_2AS_6C2F49AE0.1,4565.Traes_2BL_047344CB6.1,0,0,0,0,0.472,0,0,0,0.472
Traes_2AS_6C2F49AE0.1,Traes_5DL_8CE2482E6.2,4565.Traes_2AS_6C2F49AE0.1,4565.Traes_5DL_8CE2482E6.2,0,0,0,0,0.439,0.062,0,0.318,0.609
Traes_2AS_6C2F49AE0.1,Traes_5AL_852A1474C.1,4565.Traes_2AS_6C2F49AE0.1,4565.Traes_5AL_852A1474C.1,0,0,0,0,0.439,0.062,0,0.318,0.609
Traes_2AS_6C2F49AE0.1,Traes_5BL_417551368.2,4565.Traes_2AS_6C2F49AE0.1,4565.Traes_5BL_417551368.2,0,0,0,0,0.439,0.062,0,0.318,0.609
Traes_2AS_6C2F49AE0.1,Traes_7AL_19F222799.2,4565.Traes_2AS_6C2F49AE0.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0.449,0,0,0.329,0.614
Traes_2AS_6C2F49AE0.1,Traes_7DL_310E46F15.3,4565.Traes_2AS_6C2F49AE0.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0.449,0,0,0.329,0.614
Traes_2AS_6C2F49AE0.1,Traes_7BL_998EC9F74.2,4565.Traes_2AS_6C2F49AE0.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0.449,0,0,0.329,0.614
Traes_2AS_6C2F49AE0.1,Traes_2BL_FE46FC938.1,4565.Traes_2AS_6C2F49AE0.1,4565.Traes_2BL_FE46FC938.1,0,0,0,0,0,0,0,0.757,0.757
Traes_2AS_6C2F49AE0.1,Traes_4BL_097D9E8A8.1,4565.Traes_2AS_6C2F49AE0.1,4565.Traes_4BL_097D9E8A8.1,0,0,0,0.781,0.824,0.712,0,0,0.947
Traes_2AS_6C2F49AE0.1,Traes_4DL_CFA19981D.2,4565.Traes_2AS_6C2F49AE0.1,4565.Traes_4DL_CFA19981D.2,0,0,0,0.783,0.824,0.712,0,0,0.947
Traes_2BL_047344CB6.1,Traes_2BS_2CA9DB5DE.2,4565.Traes_2BL_047344CB6.1,4565.Traes_2BS_2CA9DB5DE.2,0,0,0,0,0.346,0,0,0.127,0.404
Traes_2BL_047344CB6.1,Traes_2BS_6859C24E5.1,4565.Traes_2BL_047344CB6.1,4565.Traes_2BS_6859C24E5.1,0,0,0,0,0.472,0,0,0,0.472
Traes_2BL_047344CB6.1,Traes_3DS_29943C262.1,4565.Traes_2BL_047344CB6.1,4565.Traes_3DS_29943C262.1,0,0,0,0,0.472,0,0,0,0.472
Traes_2BL_047344CB6.1,Traes_4DL_CFA19981D.2,4565.Traes_2BL_047344CB6.1,4565.Traes_4DL_CFA19981D.2,0,0,0,0,0.472,0,0,0,0.472
Traes_2BL_047344CB6.1,Traes_3B_AD433AE06.2,4565.Traes_2BL_047344CB6.1,4565.Traes_3B_AD433AE06.2,0,0,0,0,0.472,0,0,0,0.472
Traes_2BL_047344CB6.1,Traes_2DS_9F6EA1670.1,4565.Traes_2BL_047344CB6.1,4565.Traes_2DS_9F6EA1670.1,0,0,0,0,0.472,0,0,0,0.472
Traes_2BL_047344CB6.1,Traes_4BL_097D9E8A8.1,4565.Traes_2BL_047344CB6.1,4565.Traes_4BL_097D9E8A8.1,0,0,0,0,0.472,0,0,0,0.472
Traes_2BL_047344CB6.1,Traes_3AS_4C4673A12.1,4565.Traes_2BL_047344CB6.1,4565.Traes_3AS_4C4673A12.1,0,0,0,0,0.472,0,0,0,0.472
Traes_2BL_047344CB6.1,Traes_7DL_310E46F15.3,4565.Traes_2BL_047344CB6.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0.439,0,0,0.114,0.481
Traes_2BL_047344CB6.1,Traes_7BL_998EC9F74.2,4565.Traes_2BL_047344CB6.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0.439,0,0,0.114,0.481
Traes_2BL_047344CB6.1,Traes_7AL_19F222799.2,4565.Traes_2BL_047344CB6.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0.439,0,0,0.114,0.481
Traes_2BL_047344CB6.1,gid2-A1,4565.Traes_2BL_047344CB6.1,4565.Traes_3AS_794DAF12D.1,0,0,0,0,0,0,0,0.577,0.577
Traes_2BL_047344CB6.1,Traes_5AL_852A1474C.1,4565.Traes_2BL_047344CB6.1,4565.Traes_5AL_852A1474C.1,0,0,0,0,0.573,0,0,0.127,0.611
Traes_2BL_047344CB6.1,Traes_5BL_417551368.2,4565.Traes_2BL_047344CB6.1,4565.Traes_5BL_417551368.2,0,0,0,0,0.573,0,0,0.127,0.611
Traes_2BL_047344CB6.1,Traes_5DL_8CE2482E6.2,4565.Traes_2BL_047344CB6.1,4565.Traes_5DL_8CE2482E6.2,0,0,0,0,0.573,0,0,0.127,0.611
Traes_2BL_047344CB6.1,Traes_4DL_EE41726EA.1,4565.Traes_2BL_047344CB6.1,4565.Traes_4DL_EE41726EA.1,0,0,0,0,0.575,0,0,0.127,0.613
Traes_2BL_047344CB6.1,Traes_4BL_430501C10.2,4565.Traes_2BL_047344CB6.1,4565.Traes_4BL_430501C10.2,0,0,0,0,0.575,0,0,0.127,0.613
Traes_2BL_047344CB6.1,Traes_2BL_FE46FC938.1,4565.Traes_2BL_047344CB6.1,4565.Traes_2BL_FE46FC938.1,0,0,0,0,0,0,0,0.625,0.625
Traes_2BL_070D9E2AD.2,Traes_7AS_4FAB72487.2,4565.Traes_2BL_070D9E2AD.2,4565.Traes_7AS_4FAB72487.2,0,0,0,0,0,0,0,0.45,0.45
Traes_2BL_070D9E2AD.2,Traes_7DS_B671A4EAD.1,4565.Traes_2BL_070D9E2AD.2,4565.Traes_7DS_B671A4EAD.1,0,0,0,0,0,0,0,0.45,0.45
Traes_2BL_070D9E2AD.2,Traes_6AL_FDD9C080B.1,4565.Traes_2BL_070D9E2AD.2,4565.Traes_6AL_FDD9C080B.1,0,0,0,0,0.049,0,0,0.681,0.683
Traes_2BL_070D9E2AD.2,Traes_6BL_8E27002C6.2,4565.Traes_2BL_070D9E2AD.2,4565.Traes_6BL_8E27002C6.2,0,0,0,0,0.049,0,0,0.681,0.683
Traes_2BL_3041037F1.1,Traes_3B_F227310FD.1,4565.Traes_2BL_3041037F1.1,4565.Traes_3B_F227310FD.1,0,0,0,0,0,0,0,0.464,0.463
Traes_2BL_3041037F1.1,Traes_4DL_EE41726EA.1,4565.Traes_2BL_3041037F1.1,4565.Traes_4DL_EE41726EA.1,0,0,0,0,0.099,0.071,0,0.503,0.547
Traes_2BL_3041037F1.1,Traes_4BL_430501C10.2,4565.Traes_2BL_3041037F1.1,4565.Traes_4BL_430501C10.2,0,0,0,0,0.099,0.071,0,0.503,0.547
Traes_2BL_3041037F1.1,Traes_2BS_2CA9DB5DE.2,4565.Traes_2BL_3041037F1.1,4565.Traes_2BS_2CA9DB5DE.2,0,0,0,0,0.099,0.071,0,0.503,0.547
Traes_2BL_3041037F1.1,Traes_2BL_FE46FC938.1,4565.Traes_2BL_3041037F1.1,4565.Traes_2BL_FE46FC938.1,0,0,0,0,0,0,0,0.559,0.559
Traes_2BL_3041037F1.1,Traes_7DL_310E46F15.3,4565.Traes_2BL_3041037F1.1,4565.Traes_7DL_310E46F15.3,0,0,0,0.696,0.439,0,0,0.749,0.564
Traes_2BL_3041037F1.1,Traes_7AL_19F222799.2,4565.Traes_2BL_3041037F1.1,4565.Traes_7AL_19F222799.2,0,0,0,0.696,0.439,0,0,0.749,0.564
Traes_2BL_3041037F1.1,Traes_7BL_998EC9F74.2,4565.Traes_2BL_3041037F1.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0.696,0.439,0,0,0.749,0.564
Traes_2BL_3041037F1.1,Traes_6DL_C215BACFD.1,4565.Traes_2BL_3041037F1.1,4565.Traes_6DL_C215BACFD.1,0,0,0,0,0.052,0.071,0,0.585,0.602
Traes_2BL_3041037F1.1,Traes_6BL_ED40C8806.1,4565.Traes_2BL_3041037F1.1,4565.Traes_6BL_ED40C8806.1,0,0,0,0,0.052,0.071,0,0.585,0.602
Traes_2BL_3041037F1.1,Traes_3B_AD433AE06.2,4565.Traes_2BL_3041037F1.1,4565.Traes_3B_AD433AE06.2,0,0,0,0,0.702,0,0,0.068,0.71
Traes_2BL_3041037F1.1,Traes_3AS_4C4673A12.1,4565.Traes_2BL_3041037F1.1,4565.Traes_3AS_4C4673A12.1,0,0,0,0,0.702,0,0,0.068,0.71
Traes_2BL_3041037F1.1,Traes_3DS_29943C262.1,4565.Traes_2BL_3041037F1.1,4565.Traes_3DS_29943C262.1,0,0,0,0,0.702,0,0,0.068,0.71
Traes_2BL_3041037F1.1,Traes_6BL_8E27002C6.2,4565.Traes_2BL_3041037F1.1,4565.Traes_6BL_8E27002C6.2,0,0,0,0.794,0.839,0,0,0,0.839
Traes_2BL_3041037F1.1,Traes_6AL_FDD9C080B.1,4565.Traes_2BL_3041037F1.1,4565.Traes_6AL_FDD9C080B.1,0,0,0,0.753,0.839,0,0,0,0.839
Traes_2BL_3041037F1.1,Traes_7AS_B2DC3787B.1,4565.Traes_2BL_3041037F1.1,4565.Traes_7AS_B2DC3787B.1,0,0,0,0,0.851,0,0,0.234,0.88
Traes_2BL_3041037F1.1,Traes_7DS_9B463F375.2,4565.Traes_2BL_3041037F1.1,4565.Traes_7DS_9B463F375.2,0,0,0,0,0.851,0,0,0.234,0.88
Traes_2BL_3041037F1.1,Traes_7BS_39A9F4AEC.2,4565.Traes_2BL_3041037F1.1,4565.Traes_7BS_39A9F4AEC.2,0,0,0,0,0.851,0,0,0.234,0.88
Traes_2BL_FE46FC938.1,Traes_6AL_36AB0312C.1,4565.Traes_2BL_FE46FC938.1,4565.Traes_6AL_36AB0312C.1,0,0,0,0,0,0,0,0.404,0.404
Traes_2BL_FE46FC938.1,Traes_6DL_FF4C8C4AB.1,4565.Traes_2BL_FE46FC938.1,4565.Traes_6DL_FF4C8C4AB.1,0,0,0,0,0,0,0,0.404,0.404
Traes_2BL_FE46FC938.1,Traes_5DL_8CE2482E6.2,4565.Traes_2BL_FE46FC938.1,4565.Traes_5DL_8CE2482E6.2,0,0,0,0,0,0.076,0,0.384,0.406
Traes_2BL_FE46FC938.1,Traes_5AL_852A1474C.1,4565.Traes_2BL_FE46FC938.1,4565.Traes_5AL_852A1474C.1,0,0,0,0,0,0.076,0,0.384,0.406
Traes_2BL_FE46FC938.1,Traes_5BL_417551368.2,4565.Traes_2BL_FE46FC938.1,4565.Traes_5BL_417551368.2,0,0,0,0,0,0.076,0,0.384,0.406
Traes_2BL_FE46FC938.1,Traes_5BL_E15759DAD.1,4565.Traes_2BL_FE46FC938.1,4565.Traes_5BL_E15759DAD.1,0,0,0,0,0,0,0,0.463,0.463
Traes_2BL_FE46FC938.1,Traes_3B_AD433AE06.2,4565.Traes_2BL_FE46FC938.1,4565.Traes_3B_AD433AE06.2,0,0,0,0,0,0,0,0.466,0.465
Traes_2BL_FE46FC938.1,Traes_4DL_CFA19981D.2,4565.Traes_2BL_FE46FC938.1,4565.Traes_4DL_CFA19981D.2,0,0,0,0,0,0,0,0.466,0.465
Traes_2BL_FE46FC938.1,Traes_3AS_4C4673A12.1,4565.Traes_2BL_FE46FC938.1,4565.Traes_3AS_4C4673A12.1,0,0,0,0,0,0,0,0.466,0.465
Traes_2BL_FE46FC938.1,Traes_4BL_097D9E8A8.1,4565.Traes_2BL_FE46FC938.1,4565.Traes_4BL_097D9E8A8.1,0,0,0,0,0,0,0,0.466,0.465
Traes_2BL_FE46FC938.1,Traes_3DS_29943C262.1,4565.Traes_2BL_FE46FC938.1,4565.Traes_3DS_29943C262.1,0,0,0,0,0,0,0,0.466,0.465
Traes_2BL_FE46FC938.1,Traes_2BS_1484A7516.1,4565.Traes_2BL_FE46FC938.1,4565.Traes_2BS_1484A7516.1,0,0,0,0,0,0,0,0.548,0.548
Traes_2BL_FE46FC938.1,Traes_7AL_665B92F4E.1,4565.Traes_2BL_FE46FC938.1,4565.Traes_7AL_665B92F4E.1,0,0,0,0,0,0,0,0.559,0.559
Traes_2BL_FE46FC938.1,Traes_2DL_31EED5C94.1,4565.Traes_2BL_FE46FC938.1,4565.Traes_2DL_31EED5C94.1,0,0,0,0,0,0,0,0.559,0.559
Traes_2BL_FE46FC938.1,Traes_6BL_8E27002C6.2,4565.Traes_2BL_FE46FC938.1,4565.Traes_6BL_8E27002C6.2,0,0,0,0,0,0,0,0.559,0.559
Traes_2BL_FE46FC938.1,Traes_7BL_BA181D2AD.2,4565.Traes_2BL_FE46FC938.1,4565.Traes_7BL_BA181D2AD.2,0,0,0,0,0,0,0,0.559,0.559
Traes_2BL_FE46FC938.1,Traes_6AL_FDD9C080B.1,4565.Traes_2BL_FE46FC938.1,4565.Traes_6AL_FDD9C080B.1,0,0,0,0,0,0,0,0.559,0.559
Traes_2BL_FE46FC938.1,Traes_7DL_1D415A4CF.2,4565.Traes_2BL_FE46FC938.1,4565.Traes_7DL_1D415A4CF.2,0,0,0,0,0,0,0,0.559,0.559
Traes_2BL_FE46FC938.1,Traes_7DL_310E46F15.3,4565.Traes_2BL_FE46FC938.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0,0,0,0.602,0.602
Traes_2BL_FE46FC938.1,Traes_7AL_19F222799.2,4565.Traes_2BL_FE46FC938.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0,0,0,0.602,0.602
Traes_2BL_FE46FC938.1,Traes_7BL_998EC9F74.2,4565.Traes_2BL_FE46FC938.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0,0,0,0.602,0.602
Traes_2BL_FE46FC938.1,Traes_2DL_AE9C5933A.1,4565.Traes_2BL_FE46FC938.1,4565.Traes_2DL_AE9C5933A.1,0,0,0,0,0,0,0,0.625,0.625
Traes_2BL_FE46FC938.1,Traes_6BL_ED40C8806.1,4565.Traes_2BL_FE46FC938.1,4565.Traes_6BL_ED40C8806.1,0,0,0,0,0,0.076,0,0.62,0.633
Traes_2BL_FE46FC938.1,Traes_6DL_C215BACFD.1,4565.Traes_2BL_FE46FC938.1,4565.Traes_6DL_C215BACFD.1,0,0,0,0,0,0.076,0,0.62,0.633
Traes_2BL_FE46FC938.1,Traes_2DS_9F6EA1670.1,4565.Traes_2BL_FE46FC938.1,4565.Traes_2DS_9F6EA1670.1,0,0,0,0,0,0,0,0.757,0.757
Traes_2BL_FE46FC938.1,Traes_2BS_6859C24E5.1,4565.Traes_2BL_FE46FC938.1,4565.Traes_2BS_6859C24E5.1,0,0,0,0,0,0,0,0.757,0.757
Traes_2BS_1484A7516.1,Traes_3B_910AC7944.2,4565.Traes_2BS_1484A7516.1,4565.Traes_3B_910AC7944.2,0,0,0,0,0.053,0.077,0.58,0.226,0.677
Traes_2BS_2CA9DB5DE.2,Traes_6BL_7E9C131F4.2,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_6BL_7E9C131F4.2,0,0,0,0,0,0.071,0,0.383,0.402
Traes_2BS_2CA9DB5DE.2,Traes_4BS_4BCA03A6C.1,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_4BS_4BCA03A6C.1,0,0,0,0.756,0.296,0,0,0.692,0.412
Traes_2BS_2CA9DB5DE.2,Traes_4DS_A8B6C23C4.1,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_4DS_A8B6C23C4.1,0,0,0,0.751,0.296,0,0,0.692,0.414
Traes_2BS_2CA9DB5DE.2,Traes_7DL_1D415A4CF.2,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_7DL_1D415A4CF.2,0,0,0,0,0.099,0.071,0,0.503,0.547
Traes_2BS_2CA9DB5DE.2,Traes_6AL_FDD9C080B.1,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_6AL_FDD9C080B.1,0,0,0,0,0.099,0.071,0,0.503,0.547
Traes_2BS_2CA9DB5DE.2,Traes_6BL_8E27002C6.2,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_6BL_8E27002C6.2,0,0,0,0,0.099,0.071,0,0.503,0.547
Traes_2BS_2CA9DB5DE.2,Traes_2DL_31EED5C94.1,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_2DL_31EED5C94.1,0,0,0,0,0.099,0.071,0,0.503,0.547
Traes_2BS_2CA9DB5DE.2,Traes_7AL_665B92F4E.1,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_7AL_665B92F4E.1,0,0,0,0,0.099,0.071,0,0.503,0.547
Traes_2BS_2CA9DB5DE.2,Traes_7BL_BA181D2AD.2,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_7BL_BA181D2AD.2,0,0,0,0,0.099,0.071,0,0.503,0.547
