node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
Traes_4BL_430501C10.2,Traes_5BL_417551368.2,4565.Traes_4BL_430501C10.2,4565.Traes_5BL_417551368.2,0,0,0,0,0.434,0.857,0,0.828,0.984
Traes_4BL_7E9BC637F.1,Traes_5BL_E15759DAD.1,4565.Traes_4BL_7E9BC637F.1,4565.Traes_5BL_E15759DAD.1,0,0,0,0,0,0,0,0.406,0.406
Traes_4BS_4BCA03A6C.1,bHLH39,4565.Traes_4BS_4BCA03A6C.1,4565.Traes_5DL_026913547.1,0,0,0,0,0,0.467,0,0,0.467
Traes_4BS_4BCA03A6C.1,Traes_5AL_85F3BE385.2,4565.Traes_4BS_4BCA03A6C.1,4565.Traes_5AL_85F3BE385.2,0,0,0,0,0,0.467,0,0,0.467
Traes_4BS_4BCA03A6C.1,Traes_4DL_EE41726EA.1,4565.Traes_4BS_4BCA03A6C.1,4565.Traes_4DL_EE41726EA.1,0,0,0,0.683,0.296,0,0,0.793,0.47
Traes_4BS_4BCA03A6C.1,Traes_7AL_19F222799.2,4565.Traes_4BS_4BCA03A6C.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0,0.071,0,0.681,0.69
Traes_4BS_4BCA03A6C.1,Traes_7BL_998EC9F74.2,4565.Traes_4BS_4BCA03A6C.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0,0.071,0,0.681,0.69
Traes_4BS_4BCA03A6C.1,Traes_7DL_310E46F15.3,4565.Traes_4BS_4BCA03A6C.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0,0.071,0,0.681,0.69
Traes_4BS_4BCA03A6C.1,Traes_6DL_C215BACFD.1,4565.Traes_4BS_4BCA03A6C.1,4565.Traes_6DL_C215BACFD.1,0,0,0,0.642,0.703,0,0,0.562,0.76
Traes_4BS_4BCA03A6C.1,Traes_6BL_ED40C8806.1,4565.Traes_4BS_4BCA03A6C.1,4565.Traes_6BL_ED40C8806.1,0,0,0,0.634,0.703,0,0,0.562,0.762
Traes_4BS_4BCA03A6C.1,Traes_5DL_8CE2482E6.2,4565.Traes_4BS_4BCA03A6C.1,4565.Traes_5DL_8CE2482E6.2,0,0,0,0.685,0.696,0,0.965,0.693,0.991
Traes_4BS_4BCA03A6C.1,Traes_5AL_852A1474C.1,4565.Traes_4BS_4BCA03A6C.1,4565.Traes_5AL_852A1474C.1,0,0,0,0.691,0.696,0,0.965,0.693,0.991
Traes_4BS_4BCA03A6C.1,Traes_5BL_417551368.2,4565.Traes_4BS_4BCA03A6C.1,4565.Traes_5BL_417551368.2,0,0,0,0.557,0.696,0,0.965,0.693,0.992
Traes_4DL_CFA19981D.2,Traes_4DL_EE41726EA.1,4565.Traes_4DL_CFA19981D.2,4565.Traes_4DL_EE41726EA.1,0,0,0,0,0.083,0.062,0,0.419,0.456
Traes_4DL_CFA19981D.2,Traes_7BL_998EC9F74.2,4565.Traes_4DL_CFA19981D.2,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0.449,0,0,0.329,0.614
Traes_4DL_CFA19981D.2,Traes_7DL_310E46F15.3,4565.Traes_4DL_CFA19981D.2,4565.Traes_7DL_310E46F15.3,0,0,0,0,0.449,0,0,0.329,0.614
Traes_4DL_CFA19981D.2,Traes_7AL_19F222799.2,4565.Traes_4DL_CFA19981D.2,4565.Traes_7AL_19F222799.2,0,0,0,0,0.449,0,0,0.329,0.614
Traes_4DL_CFA19981D.2,Traes_5BL_417551368.2,4565.Traes_4DL_CFA19981D.2,4565.Traes_5BL_417551368.2,0,0,0,0,0.666,0.062,0,0.318,0.767
Traes_4DL_CFA19981D.2,Traes_5DL_8CE2482E6.2,4565.Traes_4DL_CFA19981D.2,4565.Traes_5DL_8CE2482E6.2,0,0,0,0,0.666,0.062,0,0.318,0.767
Traes_4DL_CFA19981D.2,Traes_5AL_852A1474C.1,4565.Traes_4DL_CFA19981D.2,4565.Traes_5AL_852A1474C.1,0,0,0,0,0.666,0.062,0,0.318,0.767
Traes_4DL_EE41726EA.1,Traes_6BL_7E9C131F4.2,4565.Traes_4DL_EE41726EA.1,4565.Traes_6BL_7E9C131F4.2,0,0,0,0,0,0.071,0,0.383,0.402
Traes_4DL_EE41726EA.1,Traes_4DS_A8B6C23C4.1,4565.Traes_4DL_EE41726EA.1,4565.Traes_4DS_A8B6C23C4.1,0,0,0,0.687,0.296,0,0,0.793,0.468
Traes_4DL_EE41726EA.1,Traes_6BL_8E27002C6.2,4565.Traes_4DL_EE41726EA.1,4565.Traes_6BL_8E27002C6.2,0,0,0,0,0.099,0.071,0,0.503,0.547
Traes_4DL_EE41726EA.1,Traes_6AL_FDD9C080B.1,4565.Traes_4DL_EE41726EA.1,4565.Traes_6AL_FDD9C080B.1,0,0,0,0,0.099,0.071,0,0.503,0.547
Traes_4DL_EE41726EA.1,Traes_7DL_1D415A4CF.2,4565.Traes_4DL_EE41726EA.1,4565.Traes_7DL_1D415A4CF.2,0,0,0,0,0.099,0.071,0,0.503,0.547
Traes_4DL_EE41726EA.1,Traes_7AL_665B92F4E.1,4565.Traes_4DL_EE41726EA.1,4565.Traes_7AL_665B92F4E.1,0,0,0,0,0.099,0.071,0,0.503,0.547
Traes_4DL_EE41726EA.1,Traes_7BL_BA181D2AD.2,4565.Traes_4DL_EE41726EA.1,4565.Traes_7BL_BA181D2AD.2,0,0,0,0,0.099,0.071,0,0.503,0.547
Traes_4DL_EE41726EA.1,Traes_7BS_39A9F4AEC.2,4565.Traes_4DL_EE41726EA.1,4565.Traes_7BS_39A9F4AEC.2,0,0,0,0,0.166,0,0,0.583,0.637
Traes_4DL_EE41726EA.1,bHLH39,4565.Traes_4DL_EE41726EA.1,4565.Traes_5DL_026913547.1,0,0,0,0,0.119,0.714,0,0.395,0.834
Traes_4DL_EE41726EA.1,Traes_5AL_85F3BE385.2,4565.Traes_4DL_EE41726EA.1,4565.Traes_5AL_85F3BE385.2,0,0,0,0,0.119,0.714,0,0.395,0.834
Traes_4DL_EE41726EA.1,Traes_7DL_310E46F15.3,4565.Traes_4DL_EE41726EA.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0,0.742,0,0.714,0.923
Traes_4DL_EE41726EA.1,Traes_7AL_19F222799.2,4565.Traes_4DL_EE41726EA.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0,0.742,0,0.714,0.923
Traes_4DL_EE41726EA.1,Traes_7BL_998EC9F74.2,4565.Traes_4DL_EE41726EA.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0,0.742,0,0.714,0.923
Traes_4DL_EE41726EA.1,Traes_5AL_852A1474C.1,4565.Traes_4DL_EE41726EA.1,4565.Traes_5AL_852A1474C.1,0,0,0,0.658,0.434,0.857,0,0.862,0.94
Traes_4DL_EE41726EA.1,Traes_5DL_8CE2482E6.2,4565.Traes_4DL_EE41726EA.1,4565.Traes_5DL_8CE2482E6.2,0,0,0,0.654,0.434,0.857,0,0.862,0.94
Traes_4DL_EE41726EA.1,Traes_5BL_417551368.2,4565.Traes_4DL_EE41726EA.1,4565.Traes_5BL_417551368.2,0,0,0,0,0.434,0.857,0,0.828,0.984
Traes_4DS_A8B6C23C4.1,bHLH39,4565.Traes_4DS_A8B6C23C4.1,4565.Traes_5DL_026913547.1,0,0,0,0,0,0.467,0,0,0.467
Traes_4DS_A8B6C23C4.1,Traes_5AL_85F3BE385.2,4565.Traes_4DS_A8B6C23C4.1,4565.Traes_5AL_85F3BE385.2,0,0,0,0,0,0.467,0,0,0.467
Traes_4DS_A8B6C23C4.1,Traes_7AL_19F222799.2,4565.Traes_4DS_A8B6C23C4.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0,0.071,0,0.681,0.69
Traes_4DS_A8B6C23C4.1,Traes_7BL_998EC9F74.2,4565.Traes_4DS_A8B6C23C4.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0,0.071,0,0.681,0.69
Traes_4DS_A8B6C23C4.1,Traes_7DL_310E46F15.3,4565.Traes_4DS_A8B6C23C4.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0,0.071,0,0.681,0.69
Traes_4DS_A8B6C23C4.1,Traes_6DL_C215BACFD.1,4565.Traes_4DS_A8B6C23C4.1,4565.Traes_6DL_C215BACFD.1,0,0,0,0.636,0.703,0,0,0.562,0.761
Traes_4DS_A8B6C23C4.1,Traes_6BL_ED40C8806.1,4565.Traes_4DS_A8B6C23C4.1,4565.Traes_6BL_ED40C8806.1,0,0,0,0.627,0.703,0,0,0.562,0.763
Traes_4DS_A8B6C23C4.1,Traes_5DL_8CE2482E6.2,4565.Traes_4DS_A8B6C23C4.1,4565.Traes_5DL_8CE2482E6.2,0,0,0,0.679,0.696,0,0.965,0.693,0.991
Traes_4DS_A8B6C23C4.1,Traes_5AL_852A1474C.1,4565.Traes_4DS_A8B6C23C4.1,4565.Traes_5AL_852A1474C.1,0,0,0,0.681,0.696,0,0.965,0.693,0.991
Traes_4DS_A8B6C23C4.1,Traes_5BL_417551368.2,4565.Traes_4DS_A8B6C23C4.1,4565.Traes_5BL_417551368.2,0,0,0,0.554,0.696,0,0.965,0.693,0.992
Traes_5AL_852A1474C.1,Traes_6BL_7E9C131F4.2,4565.Traes_5AL_852A1474C.1,4565.Traes_6BL_7E9C131F4.2,0,0,0,0,0,0.071,0,0.567,0.58
Traes_5AL_852A1474C.1,Traes_5AL_85F3BE385.2,4565.Traes_5AL_852A1474C.1,4565.Traes_5AL_85F3BE385.2,0,0,0,0,0,0.467,0,0.463,0.701
Traes_5AL_852A1474C.1,bHLH39,4565.Traes_5AL_852A1474C.1,4565.Traes_5DL_026913547.1,0,0,0,0,0,0.467,0,0.463,0.701
Traes_5AL_852A1474C.1,Traes_7BL_998EC9F74.2,4565.Traes_5AL_852A1474C.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0.15,0.759,0,0.755,0.945
Traes_5AL_852A1474C.1,Traes_7AL_19F222799.2,4565.Traes_5AL_852A1474C.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0.15,0.759,0,0.755,0.945
Traes_5AL_852A1474C.1,Traes_7DL_310E46F15.3,4565.Traes_5AL_852A1474C.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0.15,0.759,0,0.755,0.945
Traes_5AL_852A1474C.1,Traes_6BL_ED40C8806.1,4565.Traes_5AL_852A1474C.1,4565.Traes_6BL_ED40C8806.1,0,0,0,0.603,0.827,0.815,0,0.857,0.977
Traes_5AL_852A1474C.1,Traes_6DL_C215BACFD.1,4565.Traes_5AL_852A1474C.1,4565.Traes_6DL_C215BACFD.1,0,0,0,0.602,0.827,0.815,0,0.869,0.978
Traes_5AL_85F3BE385.2,Traes_7BS_673360C6B.1,4565.Traes_5AL_85F3BE385.2,4565.Traes_7BS_673360C6B.1,0,0,0,0,0,0.467,0,0,0.467
Traes_5AL_85F3BE385.2,Traes_7AL_19F222799.2,4565.Traes_5AL_85F3BE385.2,4565.Traes_7AL_19F222799.2,0,0,0,0,0,0,0,0.574,0.574
Traes_5AL_85F3BE385.2,Traes_7DL_310E46F15.3,4565.Traes_5AL_85F3BE385.2,4565.Traes_7DL_310E46F15.3,0,0,0,0,0,0,0,0.574,0.574
Traes_5AL_85F3BE385.2,Traes_7BL_998EC9F74.2,4565.Traes_5AL_85F3BE385.2,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0,0,0,0.574,0.574
Traes_5AL_85F3BE385.2,Traes_5DL_8CE2482E6.2,4565.Traes_5AL_85F3BE385.2,4565.Traes_5DL_8CE2482E6.2,0,0,0,0,0,0.467,0,0.463,0.701
Traes_5AL_85F3BE385.2,Traes_5BL_417551368.2,4565.Traes_5AL_85F3BE385.2,4565.Traes_5BL_417551368.2,0,0,0,0,0,0.467,0,0.463,0.701
Traes_5AL_85F3BE385.2,Traes_6DL_C215BACFD.1,4565.Traes_5AL_85F3BE385.2,4565.Traes_6DL_C215BACFD.1,0,0,0,0,0.058,0.831,0,0.654,0.94
Traes_5AL_85F3BE385.2,Traes_6BL_ED40C8806.1,4565.Traes_5AL_85F3BE385.2,4565.Traes_6BL_ED40C8806.1,0,0,0,0,0.058,0.831,0,0.654,0.94
Traes_5BL_417551368.2,Traes_6BL_7E9C131F4.2,4565.Traes_5BL_417551368.2,4565.Traes_6BL_7E9C131F4.2,0,0,0,0,0,0.071,0,0.567,0.58
Traes_5BL_417551368.2,bHLH39,4565.Traes_5BL_417551368.2,4565.Traes_5DL_026913547.1,0,0,0,0,0,0.467,0,0.463,0.701
Traes_5BL_417551368.2,Traes_7DL_310E46F15.3,4565.Traes_5BL_417551368.2,4565.Traes_7DL_310E46F15.3,0,0,0,0,0.15,0.759,0,0.755,0.945
Traes_5BL_417551368.2,Traes_7BL_998EC9F74.2,4565.Traes_5BL_417551368.2,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0.15,0.759,0,0.755,0.945
Traes_5BL_417551368.2,Traes_7AL_19F222799.2,4565.Traes_5BL_417551368.2,4565.Traes_7AL_19F222799.2,0,0,0,0,0.15,0.759,0,0.755,0.945
Traes_5BL_417551368.2,Traes_6DL_C215BACFD.1,4565.Traes_5BL_417551368.2,4565.Traes_6DL_C215BACFD.1,0,0,0,0,0.827,0.815,0,0.836,0.994
Traes_5BL_417551368.2,Traes_6BL_ED40C8806.1,4565.Traes_5BL_417551368.2,4565.Traes_6BL_ED40C8806.1,0,0,0,0,0.827,0.815,0,0.836,0.994
Traes_5DL_1F0881CE1.1,Traes_6DL_FF4C8C4AB.1,4565.Traes_5DL_1F0881CE1.1,4565.Traes_6DL_FF4C8C4AB.1,0,0,0,0,0,0.061,0,0.405,0.417
Traes_5DL_1F0881CE1.1,Traes_6AL_36AB0312C.1,4565.Traes_5DL_1F0881CE1.1,4565.Traes_6AL_36AB0312C.1,0,0,0,0,0,0.061,0,0.405,0.417
Traes_5DL_8CE2482E6.2,bHLH39,4565.Traes_5DL_8CE2482E6.2,4565.Traes_5DL_026913547.1,0,0,0,0,0,0.467,0,0.463,0.701
Traes_5DL_8CE2482E6.2,Traes_6BL_7E9C131F4.2,4565.Traes_5DL_8CE2482E6.2,4565.Traes_6BL_7E9C131F4.2,0,0,0,0,0,0.071,0,0.567,0.58
Traes_5DL_8CE2482E6.2,Traes_7DL_310E46F15.3,4565.Traes_5DL_8CE2482E6.2,4565.Traes_7DL_310E46F15.3,0,0,0,0,0.15,0.759,0,0.755,0.945
Traes_5DL_8CE2482E6.2,Traes_7AL_19F222799.2,4565.Traes_5DL_8CE2482E6.2,4565.Traes_7AL_19F222799.2,0,0,0,0,0.15,0.759,0,0.755,0.945
Traes_5DL_8CE2482E6.2,Traes_7BL_998EC9F74.2,4565.Traes_5DL_8CE2482E6.2,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0.15,0.759,0,0.755,0.945
Traes_5DL_8CE2482E6.2,Traes_6DL_C215BACFD.1,4565.Traes_5DL_8CE2482E6.2,4565.Traes_6DL_C215BACFD.1,0,0,0,0.594,0.827,0.815,0,0.869,0.978
Traes_5DL_8CE2482E6.2,Traes_6BL_ED40C8806.1,4565.Traes_5DL_8CE2482E6.2,4565.Traes_6BL_ED40C8806.1,0,0,0,0.594,0.827,0.815,0,0.857,0.978
Traes_6AL_FDD9C080B.1,Traes_6DL_C215BACFD.1,4565.Traes_6AL_FDD9C080B.1,4565.Traes_6DL_C215BACFD.1,0,0,0,0,0.052,0.071,0,0.626,0.641
Traes_6AL_FDD9C080B.1,Traes_6BL_ED40C8806.1,4565.Traes_6AL_FDD9C080B.1,4565.Traes_6BL_ED40C8806.1,0,0,0,0,0.052,0.071,0,0.626,0.641
Traes_6AL_FDD9C080B.1,Traes_7AS_B2DC3787B.1,4565.Traes_6AL_FDD9C080B.1,4565.Traes_7AS_B2DC3787B.1,0,0,0,0,0.57,0,0,0.234,0.656
Traes_6AL_FDD9C080B.1,Traes_7DS_9B463F375.2,4565.Traes_6AL_FDD9C080B.1,4565.Traes_7DS_9B463F375.2,0,0,0,0,0.57,0,0,0.234,0.656
Traes_6AL_FDD9C080B.1,Traes_7BS_39A9F4AEC.2,4565.Traes_6AL_FDD9C080B.1,4565.Traes_7BS_39A9F4AEC.2,0,0,0,0,0.57,0,0,0.234,0.656
Traes_6AL_FDD9C080B.1,Traes_7DL_1D415A4CF.2,4565.Traes_6AL_FDD9C080B.1,4565.Traes_7DL_1D415A4CF.2,0,0,0,0,0,0,0,0.68,0.68
Traes_6AL_FDD9C080B.1,Traes_7AL_665B92F4E.1,4565.Traes_6AL_FDD9C080B.1,4565.Traes_7AL_665B92F4E.1,0,0,0,0,0,0,0,0.68,0.68
Traes_6AL_FDD9C080B.1,Traes_7BL_BA181D2AD.2,4565.Traes_6AL_FDD9C080B.1,4565.Traes_7BL_BA181D2AD.2,0,0,0,0,0,0,0,0.68,0.68
Traes_6AL_FDD9C080B.1,Traes_7DL_310E46F15.3,4565.Traes_6AL_FDD9C080B.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0.49,0,0,0.749,0.866
Traes_6AL_FDD9C080B.1,Traes_7AL_19F222799.2,4565.Traes_6AL_FDD9C080B.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0.49,0,0,0.749,0.866
Traes_6AL_FDD9C080B.1,Traes_7BL_998EC9F74.2,4565.Traes_6AL_FDD9C080B.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0.49,0,0,0.749,0.866
Traes_6BL_7E9C131F4.2,Traes_6BL_ED40C8806.1,4565.Traes_6BL_7E9C131F4.2,4565.Traes_6BL_ED40C8806.1,0,0,0,0,0,0.071,0,0.571,0.584
Traes_6BL_7E9C131F4.2,Traes_6DL_C215BACFD.1,4565.Traes_6BL_7E9C131F4.2,4565.Traes_6DL_C215BACFD.1,0,0,0,0,0,0.071,0,0.571,0.584
Traes_6BL_8E27002C6.2,Traes_6BL_ED40C8806.1,4565.Traes_6BL_8E27002C6.2,4565.Traes_6BL_ED40C8806.1,0,0,0,0,0.052,0.071,0,0.626,0.641
Traes_6BL_8E27002C6.2,Traes_6DL_C215BACFD.1,4565.Traes_6BL_8E27002C6.2,4565.Traes_6DL_C215BACFD.1,0,0,0,0,0.052,0.071,0,0.626,0.641
Traes_6BL_8E27002C6.2,Traes_7BS_39A9F4AEC.2,4565.Traes_6BL_8E27002C6.2,4565.Traes_7BS_39A9F4AEC.2,0,0,0,0,0.57,0,0,0.234,0.656
Traes_6BL_8E27002C6.2,Traes_7AS_B2DC3787B.1,4565.Traes_6BL_8E27002C6.2,4565.Traes_7AS_B2DC3787B.1,0,0,0,0,0.57,0,0,0.234,0.656
Traes_6BL_8E27002C6.2,Traes_7DS_9B463F375.2,4565.Traes_6BL_8E27002C6.2,4565.Traes_7DS_9B463F375.2,0,0,0,0,0.57,0,0,0.234,0.656
Traes_6BL_8E27002C6.2,Traes_7AL_665B92F4E.1,4565.Traes_6BL_8E27002C6.2,4565.Traes_7AL_665B92F4E.1,0,0,0,0,0,0,0,0.68,0.68
Traes_6BL_8E27002C6.2,Traes_7BL_BA181D2AD.2,4565.Traes_6BL_8E27002C6.2,4565.Traes_7BL_BA181D2AD.2,0,0,0,0,0,0,0,0.68,0.68
Traes_6BL_8E27002C6.2,Traes_7DL_1D415A4CF.2,4565.Traes_6BL_8E27002C6.2,4565.Traes_7DL_1D415A4CF.2,0,0,0,0,0,0,0,0.68,0.68
Traes_6BL_8E27002C6.2,Traes_7AL_19F222799.2,4565.Traes_6BL_8E27002C6.2,4565.Traes_7AL_19F222799.2,0,0,0,0,0.49,0,0,0.749,0.866
Traes_6BL_8E27002C6.2,Traes_7BL_998EC9F74.2,4565.Traes_6BL_8E27002C6.2,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0.49,0,0,0.749,0.866
Traes_6BL_8E27002C6.2,Traes_7DL_310E46F15.3,4565.Traes_6BL_8E27002C6.2,4565.Traes_7DL_310E46F15.3,0,0,0,0,0.49,0,0,0.749,0.866
Traes_6BL_ED40C8806.1,bHLH39,4565.Traes_6BL_ED40C8806.1,4565.Traes_5DL_026913547.1,0,0,0,0,0.058,0.831,0,0.654,0.94
Traes_6BL_ED40C8806.1,Traes_7DL_1D415A4CF.2,4565.Traes_6BL_ED40C8806.1,4565.Traes_7DL_1D415A4CF.2,0,0,0,0,0.052,0.071,0,0.697,0.709
Traes_6BL_ED40C8806.1,Traes_7BL_BA181D2AD.2,4565.Traes_6BL_ED40C8806.1,4565.Traes_7BL_BA181D2AD.2,0,0,0,0,0.052,0.071,0,0.697,0.709
Traes_6BL_ED40C8806.1,Traes_7AL_665B92F4E.1,4565.Traes_6BL_ED40C8806.1,4565.Traes_7AL_665B92F4E.1,0,0,0,0,0.052,0.071,0,0.697,0.709
Traes_6BL_ED40C8806.1,Traes_7DS_9B463F375.2,4565.Traes_6BL_ED40C8806.1,4565.Traes_7DS_9B463F375.2,0,0,0,0.562,0.694,0,0,0.6,0.772
Traes_6BL_ED40C8806.1,Traes_7AS_B2DC3787B.1,4565.Traes_6BL_ED40C8806.1,4565.Traes_7AS_B2DC3787B.1,0,0,0,0.562,0.694,0,0,0.6,0.772
Traes_6BL_ED40C8806.1,Traes_7BS_39A9F4AEC.2,4565.Traes_6BL_ED40C8806.1,4565.Traes_7BS_39A9F4AEC.2,0,0,0,0,0.694,0,0,0.6,0.872
Traes_6BL_ED40C8806.1,Traes_7DL_310E46F15.3,4565.Traes_6BL_ED40C8806.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0,0.834,0,0.831,0.97
Traes_6BL_ED40C8806.1,Traes_7BL_998EC9F74.2,4565.Traes_6BL_ED40C8806.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0,0.834,0,0.831,0.97
Traes_6BL_ED40C8806.1,Traes_7AL_19F222799.2,4565.Traes_6BL_ED40C8806.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0,0.834,0,0.831,0.97
Traes_6DL_C215BACFD.1,bHLH39,4565.Traes_6DL_C215BACFD.1,4565.Traes_5DL_026913547.1,0,0,0,0,0.058,0.831,0,0.654,0.94
Traes_6DL_C215BACFD.1,Traes_7AL_665B92F4E.1,4565.Traes_6DL_C215BACFD.1,4565.Traes_7AL_665B92F4E.1,0,0,0,0,0.052,0.071,0,0.697,0.709
Traes_6DL_C215BACFD.1,Traes_7BL_BA181D2AD.2,4565.Traes_6DL_C215BACFD.1,4565.Traes_7BL_BA181D2AD.2,0,0,0,0,0.052,0.071,0,0.697,0.709
Traes_6DL_C215BACFD.1,Traes_7DL_1D415A4CF.2,4565.Traes_6DL_C215BACFD.1,4565.Traes_7DL_1D415A4CF.2,0,0,0,0,0.052,0.071,0,0.697,0.709
Traes_6DL_C215BACFD.1,Traes_7AS_B2DC3787B.1,4565.Traes_6DL_C215BACFD.1,4565.Traes_7AS_B2DC3787B.1,0,0,0,0.562,0.694,0,0,0.6,0.772
Traes_6DL_C215BACFD.1,Traes_7DS_9B463F375.2,4565.Traes_6DL_C215BACFD.1,4565.Traes_7DS_9B463F375.2,0,0,0,0.562,0.694,0,0,0.6,0.772
Traes_6DL_C215BACFD.1,Traes_7BS_39A9F4AEC.2,4565.Traes_6DL_C215BACFD.1,4565.Traes_7BS_39A9F4AEC.2,0,0,0,0,0.694,0,0,0.6,0.872
Traes_6DL_C215BACFD.1,Traes_7AL_19F222799.2,4565.Traes_6DL_C215BACFD.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0,0.834,0,0.831,0.97
Traes_6DL_C215BACFD.1,Traes_7BL_998EC9F74.2,4565.Traes_6DL_C215BACFD.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0,0.834,0,0.831,0.97
Traes_6DL_C215BACFD.1,Traes_7DL_310E46F15.3,4565.Traes_6DL_C215BACFD.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0,0.834,0,0.831,0.97
Traes_7AL_19F222799.2,bHLH39,4565.Traes_7AL_19F222799.2,4565.Traes_5DL_026913547.1,0,0,0,0,0,0,0,0.574,0.574
Traes_7AL_19F222799.2,Traes_7AS_B2DC3787B.1,4565.Traes_7AL_19F222799.2,4565.Traes_7AS_B2DC3787B.1,0,0,0,0,0.052,0,0,0.396,0.402
Traes_7AL_19F222799.2,Traes_7DS_9B463F375.2,4565.Traes_7AL_19F222799.2,4565.Traes_7DS_9B463F375.2,0,0,0,0,0.052,0,0,0.396,0.402
Traes_7AL_19F222799.2,Traes_7BS_39A9F4AEC.2,4565.Traes_7AL_19F222799.2,4565.Traes_7BS_39A9F4AEC.2,0,0,0,0,0.052,0,0,0.396,0.402
Traes_7AL_19F222799.2,Traes_7BL_BA181D2AD.2,4565.Traes_7AL_19F222799.2,4565.Traes_7BL_BA181D2AD.2,0,0,0,0.727,0.439,0,0,0.749,0.552
Traes_7AL_19F222799.2,Traes_7AL_665B92F4E.1,4565.Traes_7AL_19F222799.2,4565.Traes_7AL_665B92F4E.1,0,0,0,0.685,0.439,0,0,0.749,0.569
Traes_7AL_19F222799.2,Traes_7DL_1D415A4CF.2,4565.Traes_7AL_19F222799.2,4565.Traes_7DL_1D415A4CF.2,0,0,0,0.653,0.439,0,0,0.749,0.582
Traes_7AL_665B92F4E.1,Traes_7BL_998EC9F74.2,4565.Traes_7AL_665B92F4E.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0.685,0.439,0,0,0.749,0.569
Traes_7AL_665B92F4E.1,Traes_7DL_310E46F15.3,4565.Traes_7AL_665B92F4E.1,4565.Traes_7DL_310E46F15.3,0,0,0,0.685,0.439,0,0,0.749,0.569
Traes_7AS_4FAB72487.2,Traes_7DS_9B463F375.2,4565.Traes_7AS_4FAB72487.2,4565.Traes_7DS_9B463F375.2,0,0,0,0,0,0,0,0.555,0.555
Traes_7AS_4FAB72487.2,Traes_7AS_B2DC3787B.1,4565.Traes_7AS_4FAB72487.2,4565.Traes_7AS_B2DC3787B.1,0,0,0,0,0,0,0,0.555,0.555
Traes_7AS_4FAB72487.2,Traes_7BS_39A9F4AEC.2,4565.Traes_7AS_4FAB72487.2,4565.Traes_7BS_39A9F4AEC.2,0,0,0,0,0,0,0,0.555,0.555
Traes_7AS_B2DC3787B.1,Traes_7DL_310E46F15.3,4565.Traes_7AS_B2DC3787B.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0.052,0,0,0.396,0.402
Traes_7AS_B2DC3787B.1,Traes_7BL_998EC9F74.2,4565.Traes_7AS_B2DC3787B.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0.052,0,0,0.396,0.402
Traes_7AS_B2DC3787B.1,Traes_7DS_B671A4EAD.1,4565.Traes_7AS_B2DC3787B.1,4565.Traes_7DS_B671A4EAD.1,0,0,0,0,0,0,0,0.555,0.555
Traes_7BL_998EC9F74.2,bHLH39,4565.Traes_7BL_998EC9F74.2,4565.Traes_5DL_026913547.1,0,0,0,0,0,0,0,0.574,0.574
Traes_7BL_998EC9F74.2,Traes_7DS_9B463F375.2,4565.Traes_7BL_998EC9F74.2,4565.Traes_7DS_9B463F375.2,0,0,0,0,0.052,0,0,0.396,0.402
Traes_7BL_998EC9F74.2,Traes_7BS_39A9F4AEC.2,4565.Traes_7BL_998EC9F74.2,4565.Traes_7BS_39A9F4AEC.2,0,0,0,0,0.052,0,0,0.396,0.402
Traes_7BL_998EC9F74.2,Traes_7BL_BA181D2AD.2,4565.Traes_7BL_998EC9F74.2,4565.Traes_7BL_BA181D2AD.2,0,0,0,0.727,0.439,0,0,0.749,0.552
Traes_7BL_998EC9F74.2,Traes_7DL_1D415A4CF.2,4565.Traes_7BL_998EC9F74.2,4565.Traes_7DL_1D415A4CF.2,0,0,0,0.653,0.439,0,0,0.749,0.582
